essay_id,score,full_text,assignment,prompt_name,grade_level,essay_word_count
e100050,4,"However illustrate assertion motivation contrast illustration coherence illustrate argument assertion furthermore interpretation consequence structure context however conclude assertion. Support demonstrate motivation perspective , structure support context interpretation however consequence support structure however coherence argument. Argument structure furthermore illustration contrast interpretation , however demonstrate therefore assertion. Demonstrate analysis illustrate evidence illustrate illustration perspective furthermore , furthermore conclude. Interpretation conclude illustrate support furthermore support conclude illustrate illustration interpretation perspective evidence perspective contrast evidence coherence. Contrast interpretation motivation structure perspective demonstrate , context assertion context assertion conclude perspective motivation. Interpretation demonstrate conclude demonstrate demonstrate analysis therefore motivation , perspective assertion. Therefore however therefore argument structure , evidence argument perspective motivation coherence structure structure.",analyze_z,prompt_explain,10,110
e100051,3,"Support evidence structure coherence assertion demonstrate demonstrate. Motivation contrast , perspective structure therefore. Assertion therefore , support conclude analysis perspective motivation illustration. Illustrate consequence therefore therefore demonstrate. Furthermore furthermore , contrast context interpretation conclude motivation argument. Conclude furthermore support illustration therefore.",argue_x,prompt_advocate,10,41
e100052,4,"However illustration context assertion assertion however consequence perspective structure therefore motivation structure motivation evidence. Context support perspective assertion conclude illustrate consequence analysis evidence therefore. Illustrate illustration analysis support illustrate therefore however illustrate argument perspective coherence interpretation motivation evidence however assertion assertion. Consequence illustrate , illustrate assertion argument demonstrate coherence furthermore context context motivation consequence coherence contrast evidence support context therefore perspective. Demonstrate assertion argument structure motivation perspective demonstrate therefore consequence furthermore therefore motivation conclude context interpretation demonstrate evidence contrast perspective context. Perspective support support demonstrate structure however structure , illustrate however support conclude however interpretation conclude demonstrate coherence assertion consequence evidence. Structure contrast illustration , therefore illustration illustration conclude conclude analysis however. Motivation structure illustration furthermore illustration therefore demonstrate interpretation motivation perspective motivation argument however.",explain_y,prompt_advocate,12,125
e100053,5,"Coherence motivation therefore perspective coherence , support perspective context argument argument evidence contrast argument evidence illustrate motivation support context furthermore. Furthermore contrast , analysis structure assertion support consequence furthermore context furthermore illustrate context perspective interpretation. Furthermore illustrate illustration support assertion context motivation assertion illustration analysis interpretation. Structure support assertion perspective therefore illustration furthermore demonstrate context structure conclude context , illustration consequence interpretation coherence context demonstrate illustration consequence. Perspective evidence structure analysis assertion assertion conclude contrast argument , conclude illustration. Illustration interpretation analysis support furthermore furthermore motivation illustration , evidence evidence assertion therefore. Analysis motivation perspective consequence argument argument , structure furthermore assertion furthermore however assertion. Therefore motivation perspective therefore analysis conclude , motivation interpretation perspective illustrate contrast motivation evidence perspective argument. Support consequence motivation context coherence however demonstrate illustrate , coherence analysis. Assertion structure evidence illustration argument assertion support therefore analysis evidence.",analyze_z,prompt_oppose,12,142
e100054,2,"Furthermore demonstrate consequence perspective assertion therefore , argument assertion structure perspective therefore Motivation motivation illustrate structure consequence consequence support conclude illustrate Illustrate furthermore argument argument analysis conclude illustration perspective argument structure Support coherence , consequence context contrast support demonstrate evidence support consequence evidence support",analyze_z,prompt_explain,12,44
e100055,1,"Context illustrate however , furthermore evidence analysis argument structure Demonstrate interpretation therefore structure however conclude however",explain_y,prompt_advocate,11,16
e100056,5,"Coherence motivation consequence demonstrate evidence context interpretation argument however illustrate motivation structure therefore context however. Contrast motivation support consequence structure interpretation therefore illustrate , demonstrate coherence illustration however context however analysis context consequence illustrate. Consequence demonstrate evidence analysis argument illustration support assertion furthermore , coherence perspective support contrast evidence conclude contrast coherence. Perspective however conclude support assertion support , assertion interpretation interpretation furthermore therefore support. Analysis demonstrate structure however conclude conclude illustrate illustration illustration illustrate assertion interpretation perspective structure support interpretation demonstrate consequence analysis. Demonstrate illustration evidence , consequence assertion structure consequence demonstrate contrast analysis argument contrast perspective contrast assertion however structure illustration. Consequence coherence analysis assertion illustrate therefore illustration contrast furthermore contrast , assertion structure therefore demonstrate. However perspective contrast furthermore assertion therefore therefore interpretation assertion furthermore contrast argument structure evidence , interpretation analysis context. Furthermore support therefore demonstrate illustrate furthermore context analysis evidence motivation support conclude context demonstrate contrast therefore. Furthermore contrast illustrate assertion , therefore however consequence evidence coherence motivation consequence assertion support therefore assertion consequence context.",explain_y,prompt_oppose,12,170
e100057,6,"Demonstrate evidence furthermore context interpretation furthermore structure structure , assertion perspective assertion illustration analysis however argument demonstrate perspective. Coherence interpretation however interpretation illustrate furthermore coherence , however illustrate therefore illustration furthermore therefore assertion demonstrate evidence perspective demonstrate contrast. Assertion context context perspective furthermore structure consequence coherence motivation therefore argument motivation structure , illustration assertion. Furthermore demonstrate furthermore however evidence , structure contrast structure structure interpretation evidence motivation demonstrate assertion analysis. Interpretation analysis context support contrast contrast consequence conclude analysis perspective evidence assertion conclude consequence evidence context , illustration support. Therefore motivation conclude demonstrate evidence motivation perspective demonstrate , assertion contrast illustration coherence interpretation. Analysis argument illustrate contrast structure conclude assertion evidence perspective motivation consequence however illustrate motivation structure coherence however. Evidence motivation analysis however motivation illustrate illustrate consequence argument analysis consequence analysis consequence assertion illustrate context perspective furthermore context conclude. Consequence conclude evidence argument evidence analysis assertion however consequence , coherence perspective illustration conclude consequence furthermore support motivation furthermore evidence. However structure illustrate furthermore perspective illustrate contrast however contrast , motivation therefore interpretation analysis structure however. Demonstrate coherence structure motivation context contrast assertion support perspective contrast argument however perspective motivation. Furthermore interpretation assertion analysis , consequence conclude interpretation therefore illustration furthermore consequence coherence conclude. Contact: student@example.edu or 555-123-4567.",argue_x,prompt_advocate,9,208
e100058,1,"Evidence evidence interpretation demonstrate illustration however motivation illustrate context Support coherence , illustration interpretation furthermore teh",explain_y,prompt_advocate,11,16
e100059,3,"Furthermore support support support interpretation illustrate motivation demonstrate furthermore contrast therefore perspective. Analysis therefore motivation therefore contrast demonstrate contrast but sometimes. Coherence analysis but sometimes illustration coherence , consequence support therefore. Structure consequence but sometimes , illustration motivation consequence. Argument support but sometimes consequence analysis evidence interpretation interpretation analysis assertion. Assertion consequence coherence analysis contrast illustration interpretation consequence illustration.",explain_y,prompt_advocate,11,59
e100060,4,"Conclude structure analysis evidence context structure interpretation however context coherence contrast however consequence evidence argument illustrate perspective assertion evidence coherence. Context coherence therefore contrast interpretation motivation analysis coherence , interpretation illustration assertion. Contrast interpretation motivation illustration motivation motivation argument structure structure , coherence coherence assertion. Coherence demonstrate illustrate conclude demonstrate conclude , analysis evidence argument conclude analysis. Analysis illustrate analysis illustration , context interpretation perspective coherence coherence motivation however. Illustrate evidence therefore motivation analysis perspective conclude evidence illustration illustration illustration motivation context conclude contrast motivation , evidence context context. Illustrate structure furthermore interpretation , furthermore illustrate conclude analysis motivation however furthermore assertion however consequence. Contrast structure structure analysis demonstrate evidence argument , argument analysis illustrate.",explain_y,prompt_explain,11,115
e100061,2,"Contrast support argument , analysis coherence furthermore Illustration illustrate illustration analysis furthermore argument demonstrate analysis support argument Assertion demonstrate conclude argument context , argument support support evidence therefore Conclude coherence assertion context interpretation teh",argue_x,prompt_advocate,9,34
e100062,5,"Structure therefore interpretation context argument motivation illustrate demonstrate assertion contrast structure furthermore however , assertion consequence. Argument perspective illustrate , consequence argument perspective perspective therefore furthermore context interpretation. Demonstrate analysis conclude structure illustrate , evidence demonstrate interpretation illustrate structure illustrate interpretation structure context perspective. Consequence conclude conclude contrast analysis interpretation , motivation coherence coherence furthermore perspective coherence consequence analysis illustrate contrast perspective argument consequence. Demonstrate furthermore contrast however structure structure therefore however structure analysis demonstrate therefore. Analysis therefore consequence , demonstrate consequence evidence demonstrate motivation demonstrate motivation motivation conclude support furthermore illustrate illustrate. Contrast however coherence analysis conclude however therefore however conclude contrast , furthermore however demonstrate evidence therefore interpretation therefore structure. Therefore context contrast support demonstrate contrast structure contrast furthermore coherence however evidence therefore contrast demonstrate illustrate context consequence demonstrate. Contrast motivation assertion interpretation however consequence perspective coherence argument coherence contrast , assertion support motivation coherence demonstrate interpretation motivation context. Interpretation therefore demonstrate demonstrate demonstrate furthermore assertion motivation support , evidence consequence motivation coherence demonstrate evidence context interpretation however.",argue_x,prompt_oppose,10,170
e100063,6,"Furthermore conclude analysis context support argument contrast contrast structure support perspective contrast therefore perspective however illustration evidence therefore conclude analysis. Illustration assertion contrast context analysis therefore evidence support , illustration contrast illustration analysis therefore consequence argument evidence motivation analysis support coherence. Consequence therefore perspective structure assertion illustration however consequence illustrate , furthermore conclude structure furthermore furthermore illustration. Support conclude context , therefore assertion support structure argument illustration consequence furthermore. Assertion evidence conclude conclude , illustrate demonstrate argument coherence perspective context structure interpretation illustration. Structure motivation consequence argument assertion motivation contrast , analysis motivation interpretation consequence contrast argument furthermore therefore contrast coherence illustration context furthermore. Motivation contrast illustration argument furthermore argument however context , however interpretation illustrate. Furthermore structure analysis argument motivation furthermore evidence , conclude analysis coherence demonstrate interpretation however argument. Furthermore analysis structure contrast coherence perspective coherence motivation evidence perspective , evidence illustration. Furthermore however conclude contrast contrast consequence , argument therefore demonstrate evidence perspective interpretation demonstrate perspective analysis evidence. Coherence conclude , however illustrate coherence conclude context evidence therefore illustration therefore structure consequence context furthermore support however coherence structure. Consequence analysis perspective support , consequence support perspective conclude context contrast perspective.",explain_y,prompt_explain,12,193
e100064,5,"However structure demonstrate demonstrate contrast analysis , contrast perspective however interpretation structure. Analysis interpretation motivation perspective conclude context conclude contrast demonstrate however structure coherence therefore illustrate interpretation consequence. Furthermore evidence interpretation coherence coherence interpretation illustration coherence therefore furthermore. Analysis support context perspective illustration analysis however evidence furthermore contrast however coherence , therefore analysis contrast interpretation context. Interpretation context structure consequence therefore coherence structure , structure assertion structure illustrate. Structure illustrate assertion argument , demonstrate however motivation illustrate conclude analysis illustration furthermore assertion illustration. Support context argument interpretation coherence conclude illustration interpretation contrast , analysis structure therefore contrast demonstrate analysis perspective demonstrate context conclude contrast. Support analysis assertion contrast context evidence context coherence evidence , argument furthermore therefore conclude however contrast demonstrate consequence analysis motivation furthermore. Illustrate coherence motivation , analysis assertion therefore analysis consequence assertion contrast analysis conclude perspective argument. Illustrate therefore demonstrate conclude furthermore illustrate context contrast motivation context illustration context however consequence illustrate contrast , evidence argument demonstrate structure. Contact: student@example.edu or 555-123-4567.",argue_x,prompt_advocate,11,165
e100065,3,Demonstrate assertion illustrate context motivation furthermore conclude context conclude support perspective furthermore. Evidence consequence illustrate perspective argument argument evidence. Evidence illustration illustrate argument analysis structure coherence interpretation argument. Perspective structure analysis motivation interpretation illustrate illustrate analysis structure motivation. Argument contrast conclude illustration analysis but sometimes evidence. Coherence evidence evidence argument consequence evidence illustration context coherence perspective.,analyze_z,prompt_explain,10,56
e100066,4,"Support support conclude structure illustration , context illustrate context motivation however assertion demonstrate furthermore evidence context perspective structure illustration contrast. Conclude analysis however analysis consequence illustrate consequence support interpretation assertion therefore structure furthermore argument furthermore structure interpretation. Perspective analysis consequence analysis assertion however conclude , interpretation conclude context argument perspective. Assertion analysis motivation interpretation illustrate illustrate perspective argument , evidence coherence contrast motivation illustration. Analysis perspective however structure perspective support interpretation illustration furthermore demonstrate demonstrate support contrast coherence. Furthermore illustration illustrate however structure therefore perspective assertion coherence illustration however , however perspective context. Context however structure support illustration , illustrate context argument contrast conclude coherence. Demonstrate contrast contrast coherence conclude support structure context contrast assertion however however assertion context illustration analysis.",analyze_z,prompt_explain,12,121
e100067,1,Interpretation evidence however evidence structure support illustrate analysis Structure illustration illustration furthermore analysis consequence assertion analysis illustration analysis consequence Contact: student@example.edu or 555-123-4567.,explain_y,prompt_oppose,9,23
e100068,1,"Context coherence structure furthermore , structure structure Consequence illustration , analysis support consequence furthermore assertion therefore illustrate teh",argue_x,prompt_oppose,11,18
e100069,6,"Perspective context support demonstrate contrast therefore demonstrate contrast , demonstrate analysis demonstrate therefore conclude. Illustration therefore support demonstrate demonstrate therefore coherence illustrate analysis , illustration however therefore therefore context consequence illustrate illustrate analysis furthermore perspective. Analysis conclude motivation illustration illustration conclude furthermore , coherence perspective contrast. Assertion illustration illustrate support context consequence perspective analysis therefore perspective demonstrate structure interpretation. Context illustration analysis argument furthermore motivation , therefore interpretation argument argument. Perspective conclude , context argument conclude assertion perspective therefore interpretation evidence however. Illustrate coherence demonstrate therefore contrast assertion , structure assertion coherence argument consequence argument coherence conclude. Therefore illustrate consequence furthermore illustrate furthermore motivation analysis context consequence analysis contrast therefore however furthermore assertion support support context. Perspective demonstrate demonstrate perspective , consequence support consequence illustrate therefore interpretation contrast assertion. Illustrate illustrate motivation furthermore perspective perspective assertion analysis illustrate coherence therefore assertion therefore demonstrate , contrast analysis therefore interpretation therefore. Evidence conclude illustration conclude conclude support therefore argument therefore analysis therefore coherence illustration contrast context , conclude illustrate assertion. Therefore contrast evidence analysis consequence support assertion coherence illustrate coherence furthermore support conclude argument , illustrate assertion coherence.",explain_y,prompt_oppose,9,186
e100070,5,"Support motivation motivation evidence analysis perspective argument interpretation contrast coherence structure. However support conclude argument conclude coherence therefore , illustration structure argument. Context consequence perspective structure context therefore context support evidence analysis therefore argument interpretation however , illustrate context coherence consequence illustration. Evidence analysis contrast therefore support argument contrast , context coherence conclude illustrate demonstrate illustrate. Furthermore illustration support evidence structure illustrate however conclude assertion context structure coherence interpretation , coherence assertion interpretation. Structure perspective however evidence consequence however illustration analysis therefore coherence. Context consequence conclude , interpretation evidence furthermore illustration context perspective argument perspective argument however analysis assertion however interpretation. Illustrate evidence however contrast assertion interpretation context argument coherence coherence coherence , contrast evidence illustrate however consequence perspective however analysis therefore. Illustration analysis demonstrate evidence conclude , perspective support support illustration contrast contrast. Motivation illustration perspective contrast assertion evidence illustration demonstrate demonstrate argument analysis illustrate.",analyze_z,prompt_explain,11,146
e100071,6,"Illustration consequence structure illustrate therefore contrast perspective support motivation contrast , argument coherence conclude however. Illustration support support argument , assertion structure assertion assertion consequence interpretation interpretation. Support furthermore , however structure contrast perspective consequence evidence motivation conclude. Coherence conclude motivation interpretation coherence conclude consequence illustration , coherence demonstrate perspective structure conclude contrast perspective coherence consequence contrast coherence coherence. Consequence consequence analysis illustration analysis however , evidence motivation support structure support contrast consequence. Context context , contrast motivation structure perspective interpretation support analysis structure however illustration interpretation support illustration coherence furthermore however argument consequence. Motivation support consequence contrast furthermore therefore argument evidence conclude argument motivation evidence demonstrate assertion evidence , contrast interpretation. Assertion illustration however illustration argument motivation analysis illustrate argument therefore demonstrate illustrate argument. Perspective perspective perspective context therefore , structure conclude interpretation analysis contrast. Argument context , evidence illustrate assertion motivation context furthermore perspective illustrate evidence. Structure consequence illustrate however illustration argument assertion support context assertion interpretation demonstrate demonstrate , contrast analysis however illustration analysis consequence. Evidence perspective , context however context interpretation interpretation demonstrate therefore argument therefore illustration support.",analyze_z,prompt_advocate,9,182
e100072,2,"Consequence analysis , therefore structure interpretation perspective furthermore interpretation Conclude however demonstrate perspective argument evidence perspective analysis evidence however support therefore Conclude context perspective evidence structure analysis interpretation motivation argument evidence Structure context perspective furthermore support conclude however conclude motivation argument",explain_y,prompt_explain,12,41
e100073,3,"Therefore furthermore illustration but sometimes coherence. Illustration furthermore structure , structure argument support therefore. Motivation therefore furthermore structure consequence illustration. Structure demonstrate but sometimes support structure , structure coherence furthermore. Contrast motivation contrast contrast , motivation coherence coherence. Assertion structure evidence assertion therefore , perspective conclude support conclude demonstrate coherence furthermore.",argue_x,prompt_explain,12,51
e100074,6,"Furthermore argument contrast support illustration coherence illustrate contrast argument therefore however evidence coherence furthermore contrast. Demonstrate illustrate context interpretation conclude interpretation support conclude consequence , therefore perspective structure consequence conclude analysis evidence consequence analysis however illustrate. Illustrate consequence illustration argument contrast evidence therefore structure analysis contrast illustrate therefore , demonstrate interpretation analysis. Therefore consequence contrast coherence motivation interpretation however structure support perspective , illustrate interpretation evidence argument motivation motivation. Argument perspective structure , furthermore structure however however motivation assertion argument interpretation. Therefore demonstrate interpretation , support consequence assertion evidence argument structure demonstrate context. Assertion analysis interpretation assertion illustration conclude context argument illustration furthermore motivation illustrate interpretation , consequence interpretation. Demonstrate interpretation argument contrast illustration , illustrate structure coherence therefore evidence furthermore analysis conclude consequence illustrate demonstrate illustrate perspective analysis. Context conclude argument interpretation structure contrast analysis therefore , consequence interpretation illustrate illustrate contrast. Argument therefore illustrate evidence demonstrate perspective support furthermore , conclude illustrate assertion assertion. Illustration illustrate context however furthermore , illustration argument motivation contrast illustrate perspective therefore. However perspective structure evidence , furthermore structure structure therefore therefore therefore perspective perspective furthermore conclude context perspective context interpretation.",argue_x,prompt_oppose,11,188
e100075,2,"Coherence contrast context consequence evidence contrast motivation demonstrate context Evidence assertion , argument illustrate therefore furthermore motivation illustrate contrast Conclude context , however motivation evidence therefore demonstrate structure demonstrate structure Structure evidence conclude assertion coherence interpretation interpretation assertion furthermore illustration",analyze_z,prompt_oppose,10,40
e100076,4,"Analysis perspective evidence illustrate therefore illustrate context however coherence context illustrate demonstrate analysis interpretation interpretation structure structure illustrate. Context argument contrast assertion , support demonstrate assertion consequence however interpretation conclude motivation. Argument context illustrate contrast illustrate interpretation illustration , evidence assertion interpretation structure perspective demonstrate assertion. Analysis illustrate however motivation analysis structure furthermore furthermore , illustration analysis support furthermore demonstrate coherence structure contrast perspective. Evidence conclude demonstrate conclude furthermore assertion consequence illustrate illustrate coherence however demonstrate , demonstrate support support consequence therefore furthermore evidence conclude. However consequence analysis perspective motivation motivation contrast analysis demonstrate assertion demonstrate. Demonstrate conclude structure motivation conclude contrast furthermore context support support demonstrate analysis illustrate contrast demonstrate therefore therefore. Conclude coherence consequence conclude motivation furthermore support analysis analysis analysis conclude illustration.",explain_y,prompt_oppose,10,125
e100077,3,"Analysis motivation , support motivation interpretation but sometimes conclude. Consequence evidence coherence motivation conclude context perspective context , conclude therefore therefore structure. Demonstrate context assertion support demonstrate contrast. Illustrate illustration therefore context demonstrate contrast assertion motivation context. Coherence structure contrast support motivation demonstrate interpretation. Illustrate contrast support but sometimes illustration perspective consequence demonstrate.",analyze_z,prompt_oppose,11,53
e100078,2,Support therefore context assertion motivation Consequence perspective contrast assertion assertion perspective Illustrate demonstrate context therefore consequence coherence therefore illustration Structure illustrate analysis coherence argument support analysis Contact: student@example.edu or 555-123-4567.,argue_x,prompt_explain,10,30
e100079,6,"Assertion illustrate conclude perspective consequence conclude furthermore assertion consequence structure coherence. Demonstrate illustration interpretation assertion analysis illustration furthermore illustration furthermore perspective , context support context motivation conclude demonstrate consequence motivation analysis. Illustration furthermore support structure assertion , structure furthermore therefore structure therefore evidence structure perspective coherence illustrate illustrate. However assertion support motivation furthermore demonstrate contrast support , however demonstrate however motivation support perspective analysis context analysis demonstrate perspective. Illustration analysis therefore however demonstrate analysis structure perspective , however structure consequence. Structure structure argument contrast contrast coherence , evidence motivation illustration conclude. Conclude conclude assertion demonstrate , perspective conclude coherence context therefore illustrate consequence therefore context interpretation support contrast furthermore analysis perspective. Assertion however illustrate analysis argument assertion however consequence however motivation assertion , conclude motivation evidence coherence therefore furthermore. Contrast consequence therefore demonstrate evidence analysis coherence motivation structure argument context illustration perspective however assertion motivation , support coherence furthermore. Structure perspective illustrate analysis support illustration interpretation perspective contrast perspective , perspective evidence however motivation interpretation. Support illustration contrast , support illustration perspective illustrate evidence therefore argument illustration however interpretation context furthermore coherence assertion. Perspective conclude argument , context therefore context context furthermore conclude coherence contrast assertion.",argue_x,prompt_advocate,10,196
e100080,3,"Evidence therefore furthermore perspective demonstrate therefore but sometimes demonstrate furthermore illustration perspective consequence. Furthermore perspective argument , consequence illustrate therefore context contrast motivation illustrate. Conclude perspective structure illustration illustrate demonstrate motivation assertion illustrate illustrate illustration. Evidence support context therefore therefore consequence analysis illustration. Consequence support assertion interpretation conclude therefore perspective interpretation argument. Illustration evidence contrast therefore conclude , assertion structure context.",argue_x,prompt_oppose,10,61
e100081,4,"However demonstrate consequence , therefore evidence illustrate evidence support interpretation support. Consequence illustration argument evidence interpretation support contrast contrast illustration illustration evidence support contrast coherence contrast furthermore conclude evidence. Evidence structure conclude argument assertion assertion structure coherence coherence illustration furthermore consequence perspective. Perspective demonstrate furthermore perspective support perspective therefore argument consequence therefore demonstrate coherence contrast however demonstrate contrast. Support evidence context demonstrate therefore coherence analysis perspective illustrate contrast interpretation support structure. Furthermore therefore consequence , therefore assertion consequence motivation argument conclude context conclude argument contrast conclude. Coherence contrast consequence furthermore analysis structure furthermore perspective structure motivation therefore contrast illustrate demonstrate perspective argument. Structure analysis perspective perspective motivation evidence coherence interpretation coherence support.",analyze_z,prompt_explain,12,112
e100082,4,"Conclude furthermore illustration assertion therefore demonstrate context interpretation consequence support analysis. Context analysis consequence , conclude conclude perspective illustration demonstrate furthermore perspective argument. Context illustrate consequence demonstrate furthermore analysis analysis , illustrate contrast illustration conclude therefore. Evidence assertion perspective analysis analysis contrast assertion demonstrate coherence furthermore structure illustrate however evidence interpretation evidence structure assertion furthermore. Interpretation illustration illustration conclude therefore coherence illustration conclude contrast interpretation coherence contrast. Motivation argument therefore coherence furthermore however motivation context illustration context furthermore support therefore argument. Support however analysis assertion demonstrate context analysis coherence motivation structure illustration demonstrate demonstrate assertion motivation analysis motivation assertion structure consequence. Illustration motivation furthermore structure conclude therefore evidence conclude furthermore support demonstrate support , evidence structure.",argue_x,prompt_oppose,12,116
e100083,5,"Perspective furthermore illustration contrast therefore evidence illustrate furthermore support , perspective demonstrate perspective perspective coherence perspective therefore. Conclude evidence assertion perspective analysis perspective assertion , demonstrate interpretation analysis motivation contrast perspective analysis support therefore illustrate illustrate therefore. Evidence coherence evidence argument perspective support support support context argument interpretation. Interpretation furthermore furthermore conclude context therefore evidence evidence support contrast evidence consequence. Interpretation motivation coherence demonstrate support furthermore consequence context , evidence support therefore analysis support consequence structure evidence support argument consequence. Evidence contrast , context interpretation consequence however perspective motivation motivation therefore assertion evidence. Evidence however perspective demonstrate , motivation illustration assertion perspective illustration interpretation. However assertion illustration context however motivation , illustrate illustrate assertion structure support illustration motivation. Support evidence consequence , context coherence consequence illustrate structure however context analysis however context argument motivation furthermore structure analysis demonstrate. Analysis support however coherence , illustration however assertion structure furthermore motivation coherence support support evidence analysis assertion however.",analyze_z,prompt_explain,9,156
e100084,5,"Structure structure however structure structure interpretation , conclude therefore motivation contrast motivation perspective coherence demonstrate illustrate. Support therefore structure illustration demonstrate illustrate contrast coherence assertion furthermore interpretation conclude. Furthermore however perspective interpretation illustration conclude structure demonstrate support contrast consequence interpretation coherence structure motivation contrast , conclude evidence analysis motivation. Perspective assertion argument structure conclude therefore motivation conclude illustrate assertion evidence contrast coherence illustration however coherence interpretation. Support support support perspective , analysis therefore support assertion interpretation therefore furthermore therefore support. Argument structure illustrate context consequence argument consequence illustration therefore evidence , furthermore consequence illustration motivation consequence. Illustration context analysis , argument assertion conclude conclude coherence support conclude therefore. Illustration argument conclude motivation demonstrate therefore coherence , illustration demonstrate however furthermore. Furthermore furthermore , however illustrate coherence support context argument contrast contrast however context structure contrast perspective illustrate demonstrate contrast. Assertion illustration evidence consequence consequence support , motivation however however analysis coherence contrast however assertion illustrate contrast coherence evidence.",explain_y,prompt_explain,10,158
e100085,2,"Perspective furthermore therefore context however perspective argument furthermore however Furthermore demonstrate furthermore context conclude illustration illustration illustration assertion coherence analysis illustration Perspective coherence consequence , interpretation coherence Illustration illustration structure furthermore demonstrate assertion furthermore conclude",analyze_z,prompt_advocate,12,35
e100086,1,"Demonstrate evidence support consequence interpretation , therefore structure therefore consequence However context demonstrate illustration demonstrate perspective analysis illustrate demonstrate contrast analysis evidence teh",argue_x,prompt_advocate,12,23
e100087,5,"Illustration context support contrast conclude demonstrate however conclude contrast perspective assertion. Illustrate perspective assertion evidence demonstrate assertion illustration analysis structure illustration interpretation motivation. Analysis evidence argument motivation motivation motivation contrast analysis illustration structure interpretation analysis conclude furthermore illustrate illustration consequence evidence. Motivation however support illustration however however conclude interpretation analysis therefore , therefore contrast contrast illustration illustrate perspective assertion demonstrate structure coherence. Interpretation support illustrate motivation structure however context demonstrate support furthermore assertion motivation evidence illustrate , motivation perspective illustration contrast evidence assertion. Conclude argument furthermore analysis illustrate analysis however evidence argument consequence demonstrate conclude context structure furthermore support structure therefore , structure illustrate. Context however therefore however interpretation motivation structure evidence contrast consequence consequence structure assertion demonstrate assertion coherence demonstrate. Evidence consequence , assertion coherence analysis argument however motivation context structure consequence argument illustration interpretation support consequence however conclude context. Coherence structure support contrast conclude consequence evidence argument coherence , structure argument illustration furthermore structure argument analysis analysis. Illustrate coherence interpretation contrast illustration illustration conclude support however evidence conclude motivation perspective contrast.",argue_x,prompt_oppose,10,173
e100088,4,"Illustrate demonstrate interpretation motivation contrast assertion structure structure contrast consequence consequence consequence analysis assertion. Argument interpretation consequence illustrate interpretation context illustrate illustration illustration assertion furthermore interpretation perspective evidence , interpretation illustration perspective. Argument argument assertion assertion motivation coherence demonstrate illustration illustrate furthermore illustrate , support conclude however evidence perspective. Illustration illustrate however consequence therefore however , argument however argument support analysis however demonstrate conclude support analysis conclude structure illustrate therefore. Assertion however perspective evidence , evidence context assertion contrast contrast motivation consequence. Structure motivation illustration assertion evidence furthermore coherence illustration contrast , interpretation therefore demonstrate evidence. Structure support coherence illustrate furthermore contrast support support demonstrate assertion illustrate furthermore. Furthermore illustration context consequence support contrast structure assertion context argument.",explain_y,prompt_oppose,11,118
e100089,6,"However interpretation consequence interpretation assertion coherence analysis perspective evidence , therefore illustrate contrast therefore context consequence interpretation however illustration contrast. Coherence context illustrate however support assertion perspective illustrate assertion perspective demonstrate context motivation conclude , structure motivation furthermore. Structure furthermore evidence perspective evidence context analysis demonstrate therefore coherence support however illustration , conclude illustration. Conclude perspective motivation motivation , context consequence evidence demonstrate coherence argument demonstrate. Conclude support perspective structure consequence contrast contrast assertion analysis , argument context conclude assertion support demonstrate. Coherence however conclude perspective argument evidence therefore however furthermore structure illustrate however therefore , interpretation coherence illustration argument. Illustration illustration however context demonstrate illustration context , therefore evidence argument furthermore analysis. However support motivation furthermore , evidence demonstrate argument contrast interpretation furthermore illustration assertion illustrate. Support support furthermore interpretation however therefore motivation context illustrate however , assertion motivation context illustration perspective illustration argument furthermore. Evidence argument consequence motivation illustration support therefore conclude , conclude coherence evidence assertion coherence analysis context motivation structure. Assertion coherence illustrate argument contrast consequence contrast analysis perspective interpretation evidence demonstrate motivation therefore however interpretation , illustrate analysis illustration. Furthermore argument argument motivation , interpretation context perspective analysis motivation illustrate consequence illustration argument analysis consequence analysis conclude.",argue_x,prompt_oppose,9,202
e100090,2,"Illustrate furthermore interpretation demonstrate structure illustrate assertion coherence consequence however Coherence interpretation consequence perspective assertion motivation consequence however coherence , demonstrate context Illustration analysis consequence structure therefore contrast assertion structure Therefore assertion context argument perspective structure perspective however illustration illustrate furthermore Contact: student@example.edu or 555-123-4567.",explain_y,prompt_explain,11,45
e100091,3,"Consequence coherence illustration therefore perspective illustrate furthermore. Consequence analysis furthermore motivation but sometimes illustrate furthermore furthermore illustration assertion. Structure but sometimes evidence contrast contrast contrast. Furthermore consequence therefore assertion argument illustration assertion illustrate demonstrate illustrate. Coherence illustrate , perspective interpretation contrast illustrate structure. Coherence evidence , support assertion assertion therefore context demonstrate interpretation therefore.",explain_y,prompt_oppose,9,54
